contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,seat,kidsfacility,firstmenu,treatmenu,smoking,packing,infocenterfood,scalefood,parkingfood,opendatefood,opentimefood,restdatefood,discountinfofood,chkcreditcardfood,reservationfood,lcnsno,scale,usefee,discountinfo,spendtime,parkingfee,infocenterculture,accomcountculture,usetimeculture,restdateculture,parkingculture,chkbabycarriageculture,chkpetculture,chkcreditcardculture,sponsor1,sponsor1tel,sponsor2,sponsor2tel,eventenddate,playtime,eventplace,eventhomepage,agelimit,bookingplace,placeinfo,subevent,program,eventstartdate,usetimefestival,discountinfofestival,spendtimefestival,festivalgrade,progresstype,festivaltype,saleitem,saleitemcost,fairday,opendateshopping,shopguide,culturecenter,restroom,infocentershopping,scaleshopping,restdateshopping,parkingshopping,chkbabycarriageshopping,chkpetshopping,chkcreditcardshopping,opentime,distance,schedule,taketime,theme,roomcount,roomtype,refundregulation,checkintime,checkouttime,chkcooking,seminar,sports,sauna,beauty,beverage,karaoke,barbecue,campfire,bicycle,fitness,publicpc,publicbath,subfacility,foodplace,reservationurl,pickup,infocenterlodging,parkinglodging,reservationlodging,scalelodging,accomcountlodging,openperiod,reservation,infocenterleports,scaleleports,accomcountleports,restdateleports,usetimeleports,usefeeleports,expagerangeleports,parkingleports,parkingfeeleports,chkbabycarriageleports,chkpetleports,chkcreditcardleports
2782757,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0507-1331-0823,,10:00~18:00,매주 일요일,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721158,12,0,0,0,051-240-4000,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782794,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대나무 칫솔 / 고체 치약 / 유기농 비누 등,,,,,,,051-338-9619,,매주 수요일 / 금요일 / 일요일,,,,,- 평일 11:30~20:00<br>- 토요일 09:30~17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852238,39,,,,,,,,,,,,,,,,,0,생갈비,생등심 / 안심 / 치마살 등,,가능,0507-1440-0881,,가능,,- 11:00~20:30<br>- 마지막 주문 20:00,연중무휴,,,,20090156283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875311,39,,,,,,,,,,,,,,,,,0,추어탕,도토리묵,,가능,051-722-0032,,,,09:00~19:00,매주 수요일,,,,20150156529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852250,39,,,,,,,,,,,,,,,,,0,한우모듬,갈비살 / 칡냉면 / 치맛살 등,,,0507-1322-5185,,가능,,10:30~21:00,연중무휴,,가능,가능(전화 문의),20020156230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482123,12,0,0,0,051-271-2774,,연중무휴,,,,,상시 개방,불가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855624,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,와인 / 음료 등,,,,,,있음,051-988-2510,,연중무휴,가능,,,가능,상시 개방,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027700,12,0,0,0,부산 해운대구 관광안내소 051-749-5700,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670611,39,,,,,,,,,,,,,,,,,0,한방백숙,한방백숙 / 옻백숙,금연,,051-989-9292,,가능,,11:30-21:30,명절당일,,가능,가능,20190132250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533147,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,양실,온라인 예약 시 해당 업체의 환불 규정에 따름,15:00,11:00,가능,0,0,0,0,0,0,0,0,0,0,0,0,,,https://www.airbnb.co.kr/rooms/1168629989399411543,불가,0507-1432-0480,불가,가능(에어비엔비예약),,,,,,,,,,,,,,,,
2736392,12,0,0,0,부산광역시 영도구 문화관광과 051-419-4041,,연중무휴,,,,,상시 개방,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790483,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,농산물 / 수산물 / 축산물 / 공산품 등,,,,,,있음,051-415-1053,,점포별 상이,가능,,,,점포별 상이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838849,39,,,,,,,,,,,,,,,,,0,타마고산도,과일산도 / 바닐라 우유 / 생강우유 등,,가능,051-462-7774,,가능,,10:30~18:00 (마지막 주문 17:30),연중무휴,,가능,,20170129087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870751,39,,,,,,,,,,,,,,,,,0,명란오일파스타,브런치A / 프렌치토스트 / 자몽티 등,,가능,051-465-0845,,가능,,11:00~21:00,연중무휴,,가능,,20170129172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942239,12,0,0,0,051-465-0533,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785956,39,,,,,,,,,,,,,,,,,0,밀면,왕만두 / 칼국수 / 해물칼국수 등,,가능,051-462-1575,,불가능,,- 10:00~21:30<br>- 마지막 주문 21:00,연중무휴,,,,19900129034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869135,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,농산물 / 축산물 / 채소 / 한복 / 잡화 / 생필품 등,,,,,,있음,051-467-4905,,※ 매장마다 상이함,가능,,,,※ 매장마다 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870703,39,,,,,,,,,,,,,,,,,0,초량맘모롱,뉴욕치즈크럼블 / 단호박크럼블 / 피넛치케바 등,,가능,0507-1318-1271,,가능,,12:00~19:00,"매주 일요일, 월요일, 화요 / 여름휴가 / 1월1일 / 설·추석",,가능,,20190129238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852263,39,,,,,,,,,,,,,,,,,0,햄치즈 샌드위치,치킨텐더 샌드위치 / 티라미슈 크로플 / 브라운치즈 크로플 등,,,051-731-6258,,가능,,11:00~19:00 (라스트 오더 18:00),매주 월요일,,가능,,20200156344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280921,39,,,,,,,,,,,,,,,,,0,왕갈비탕,초원한우물회 / 한우우족탕 등,전좌석 금연 (흡연은 테라스에서만 가능),가능(일부 메뉴),051-301-1592,,가능<br>요금 (무료),2010-08-01,11:30~21:30 (준비 시간 15:00~17:00),연중무휴,포인트 적립가능,가능,,20100154327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865403,39,,,,,,,,,,,,,,,,,0,유황오리백숙,닭도리탕 / 아구찜 / 해물갈비찜 등,,가능,051-802-9090,,가능,,11:00~02:00,연중무휴,,가능,전화 문의,20020131034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744582,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,식품 / 의류 / 생필품 등,,,연중무휴,,,있음,051-242-7273,,점포별 상이,가능,,,,05:00~17:00 (점포별 상이),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656194,12,0,0,0,051-441-3121,,연중무휴,,,,,상시 개방,불가능 (인근 공영주차장 이용),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794743,39,,,,,,,,,,,,,,,,,0,곱창구이,삼겹살 / 곱창전골,,가능,051-632-0749,,가능,,11:00~04:00,연중무휴,,가능,가능,20070137104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848949,39,,,,,,,,,,,,,,,,,0,칠암바다장어 숯불구이 정식,민물장어 숯불구이 / 전복 해초 솥밥 / 가지 소보루 솥밥 등,,,0507-1325-7070,,가능,,11:00~20:00 (마지막 주문 19:00),매주 월요일,,가능,가능(전화 문의),20170156139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822840,39,,,,,,,,,,,,,,,,,0,소금빵,칠암돌만주 / 아인슈페너 / 브루잉커피 등,,,0507-1318-4900,,가능,,10:00~21:00,,,가능,,20210156620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775556,39,,,,,,,,,,,,,,,,,0,붕장어회,장어숯불구이 / 모듬회 / 우럭매운탕 등,,,0507-1374-5470,,가능,,11:00~20:30 (마지막 주문 17:30),매주 월요일 / 설·추석 연휴,,,전화문의,19900156040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702333,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KNN, 수영구청",051-850-9000,,,20260101,22:00~00:10,광안리 해수욕장,,,,,,,20251231,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250562,39,,,,,,,,,,,,,,,,,0,런치세트메뉴,치킨케밥 / 치즈 피데 / 다나 쿠웨체 등,모두 금연석,가능(일부 메뉴),051-515-5981,,가능,,11:30~21:00 (마지막 주문 20:00),매주 화요일,,가능,전화 예약 가능 (051-515-5981),20050147114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642681,39,,,,,,,,,,,,,,,,,0,딸기 애플티,블랜딩 2종 아메리카노 / 영도할매빵 / 진저 레몬티 / 연탄빵,,,051-403-0385,,가능,,10:00~22:00 (마지막 주문 21:30),연중무휴,,가능,,20190130198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853060,39,,,,,,,,,,,,,,,,,0,바나나 브라운슈가,쌍화차 / 오트 코코넛 라떼 / 피스타치오 프루토 등,,,051-727-7800,,가능,,10:00~18:00 (마지막 주문 17:30),연중무휴,,가능,,20200156754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852408,39,,,,,,,,,,,,,,,,,0,만디라떼,초코 생크림 케이크 / 만디 티라미수 / 오레오 쉐이크 등,,,051-977-0049,,가능,,12:00~21:30 (마지막 주문 21:00),연중무휴,,가능,,20190144752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875345,39,,,,,,,,,,,,,,,,,0,공지식빵,핸드드립 / 바닐라빈라떼 / 공지밀크티 등,,가능,051-722-6060,,가능,,10:30~20:00 (마지막 주문 19:50),연중무휴,,가능,,20210156450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807808,39,,,,,,,,,,,,,,,,,0,아메리카노,카페라떼 / 크림플랫화이트 / 발로나코코아 등,,,051-912-1706,,불가능,,13:00~21:00,"매주 월요일, 화요일",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952936,39,,,,,,,,,,,,,,,,,0,제노아슈패너,노스폴라떼 / 유자블라썸 / 아메리카노 / 카페라떼 / 카푸치노 등,,가능,070-7617-1657,,불가능,,월요일~토요일 10:00~22:00 (라스트오더 21:30)<br>일요일 10:00~20:00 (라스트오더 19:30),연중무휴,,가능,,20180126216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622984,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,양실,"7일 전까지 결제금액에 대한 취소 수수료 없음, 6일 전-3일 전까지 결제금액의 50% 차감, 2일 전-당일 취소 불가",15:00,11:00,불가,1,0,0,0,1,0,0,0,0,0,0,1,,있음,https://www.instagram.com/canvashostel,불가,051-746-2183,가능,전화(051-746-2183),6층 건물,82명,,,,,,,,,,,,,,
2663616,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,양실,"7일 전까지 결제금액에 대한 취소 수수료 없음, 6일 전-3일 전까지 결제금액의 50% 차감, 2일 전-당일 취소 불가",15:00,11:00,불가,1,0,0,0,1,0,0,0,0,0,0,1,,있음,https://www.instagram.com/canvashostel,불가,051-746-2183,가능,전화(051-746-2183),6층 건물,,,,,,,,,,,,,,,
3452166,12,0,0,0,051-667-2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832636,39,,,,,,,,,,,,,,,,,0,코랄허브차,솔티코랄 / 아메리카노 / 딸기라떼 등,,가능,051-721-6789,,가능,,10:00~22:00 (마지막 주문 21:20),연중무휴,,가능,,20210156757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142852,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311실,스탠다드 / 디럭스 / 패밀리 / 스위트 / 프리미어,,15:00,11:00,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,051-466-9101,가능,,,,,,,,,,,,,,,,,
2852620,39,,,,,,,,,,,,,,,,,0,콥샐러드,로제쉬림프파스타 / 트러플크림 뇨끼 / 쉬림프샥슈카 등,,,0507-1419-5478,,가능,,10:00~20:30 (마지막 주문 19:30),매주 화요일,,가능,,20190134035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039866,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206실,디럭스 / 이그제큐티브 / 주니어 / 팔러 / 슈페리어 / 로얄,,15:00,11:00,가능,1,1,0,0,1,0,0,0,0,1,0,0,,,,,051-933-1000,가능,,,800,,,,,,,,,,,,,,
3044634,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500실,슈페리어 / 디럭스 / 이그제큐티브 / 스위트,,15:00,12:00,,1,0,0,1,1,0,0,0,0,1,1,0,,,,,0507-1431-1045,가능,,,"1,000",,,,,,,,,,,,,,
3437916,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"㈜푸드트래블, (재)영화의전당",070-4680-1718,"마켓창고, 마켓움",,20251225,11:00~22:00,영화의전당,,,,,,,20251127,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843489,39,,,,,,,,,,,,,,,,,0,클라우드32 프리미엄 코스,이탈리안 코스 / 런치코스 / 스페인 코스 등,모두 금연석,,0507-1429-5320,,가능,,12:00~24:00 (준비시간 15:30~17:00),연중무휴,,가능,전화 예약 문의 (051-749-5320),20010141745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785267,39,,,,,,,,,,,,,,,,,0,살구자두에이드,딸기라떼 / 아메리카노 / 더치커피 등,,가능,0507-1440-4860,,,,- 11:00~20:00<br>- 마지막 주문 19:30,매주 월요일,,,,20230204261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870780,39,,,,,,,,,,,,,,,,,0,뷔페,,,가능,0507-1379-6101,,가능,,- 평일 10:30~18:30<br>- 주말 10:30~21:00<br>※ 뷔페는 주말에만 운영,매주 화요일,,가능,,20140129164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496023,12,0,0,0,1544-5110,2016-04-08,연중무휴,직업 체험 프로그램,,,,10:00~19:30,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859188,39,,,,,,,,,,,,,,,,,0,셰프 테이스팅 코스,런치 스테이크 코스 / 런치 파스타 코스 등,,가능,0507-1436-0263,,가능,,11:00~22:00 (마지막 주문 21:00),매주 월요일,,가능,전화 문의,20160141282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858974,39,,,,,,,,,,,,,,,,,0,타이가텐동,에비텐동 / 토리텐동 / 아나고텐동 등,,,051-731-1914,,불가능,,- 11:00~20:00<br>- 준비시간(평일) 15:30~17:00,연중무휴,,,,20190142316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869532,39,,,,,,,,,,,,,,,,,0,뿌님팟퐁커리,팟타이 / 똠양꿍 / 쏨땀 등,,,051-558-8885,,가능,,11:00~21:50 (준비시간 15:00~17:00),연중무휴,,가능,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868448,39,,,,,,,,,,,,,,,,,0,콘파냐,아메리카노 / 에스프레소 / 플랫화이트 / 핫초코 / 드립커피 등,,가능,010-1356-0727,,불가능 (인근 공영주차장 이용),,10:00~19:00,매주 화요일,,가능,,20190152624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775543,39,,,,,,,,,,,,,,,,,0,구이반상,기운차림 세트 / 탐복죽 / 탐복 청주찜 등,,,051-727-4213,,가능,,- 평일 10:30~16:00 (마지막 주문 15:00)<br>- 주말 10:30~20:30 (마지막 주문 19:30),매주 월요일,,,현장선착순,19880156001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852602,39,,,,,,,,,,,,,,,,,0,간짜장,짬뽕 / 탕수육 / 짜장면 등,,,051-556-6663,,불가능,,- 화요일 11:00~14:00<br>수요일~일요일 11:00~19:00,매주 월요일,,,,19890134113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127752,12,0,0,0,051-404-9001,,연중무휴,,,,,"[온천] 05:00~22:00, 04:00~23:50 (24:00~04:00까지는 정비 및 청소기간)<br>
[찜질방] 상시 개방<br>
[사우나] 04:00~24:00",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608751,12,0,0,0,051-405-2626,,연중무휴,,,,,※ 자세한 사항은 전화문의 요망,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869186,39,,,,,,,,,,,,,,,,,0,포터하우스 스테이크,채끝등심스테이크 / 안심 스테이크 / 문어 스테이크 등,,가능,0507-1378-8939,,가능,,11:30~22:00 (마지막 주문 21:00),연중무휴,,가능,전화 문의,20200130040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403929,39,,,,,,,,,,,,,,,,,0,새우크림알밥,게장알밥 / 우삼겹매콤돈코츠라멘 / 차오판 등,모두 금연석,가능(일부 메뉴),051-515-0188,,,,11:30~21:00 (마지막 주문 20:30),매주 일요일,,가능,전화 예약 문의 (051-515-0188),19930147051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162526,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308실,싱글 / 더블 / 트윈,,15:00,10:00,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,051-638-1045,가능,,,,,,,,,,,,,,,,,
2841442,39,,,,,,,,,,,,,,,,,0,버크셔K로스카츠,히레카츠 / 로스카츠 / 카츠산도 등,,,010-5685-5482,,불가능,,11:00~21:00 (마지막 주문 20:30),연중무휴,,가능,,19880147071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838889,39,,,,,,,,,,,,,,,,,1,툇마루 한상세트,툇마루 정식 / 보쌈정식 / 홍어삼합 등,,가능,051-363-7377,,가능,,11:20~21:30 (마지막 주문 20:50),연중무휴,,가능,예약 가능,20070139411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532722,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,양실,온라인 예약 시 해당 업체의 환불 규정에 따름,15:00,11:00,불가능,0,0,0,0,1,0,0,0,0,0,0,1,"워케이션공간, 공용 세탁기&건조기, 프린터기",있음,https://www.airbnb.co.kr/users/show/582174612,불가,0507-1387-1798,불가,가능(에어비앤비),,,,,,,,,,,,,,,,
2848939,39,,,,,,,,,,,,,,,,,0,무한리필 장어구이,삼겹살 / 훈제 오리 / 소시지 / 주꾸미 / 새송이 등,,없음,051-722-5599,,가능<br>요금 (무료),,10:00~22:00 (라스트오더 20:30),매주 화요일,,가능,,20190156609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853081,39,,,,,,,,,,,,,,,,,0,플랫화이트,아인슈페너 / 초코라테 / 아메리카노 등,,,0507-1403-5779,,가능,,11:00 ~ 22:00 (21:30 라스트오더),연중무휴,,가능,,20160134488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
